epoch,loss,psnr,ssim
0,2862.9354362936583,11.136675733678482,0.1270073536564322
1,2763.466819852941,11.639011416715734,0.23923721979646123
2,2306.7083869485296,12.090323134029612,0.258206063859603
3,2027.8863439223346,12.745782044354607,0.3411343746325549
4,1750.9448787913602,13.357461805904613,0.4029335253378924
5,1488.7931288775276,14.104571342468262,0.46825140153660494
6,1224.8315759995405,14.994444532955393,0.552461393440471
7,1373.12820111443,14.73141793643727,0.5361902307061588
8,1110.70914701574,15.613602133358226,0.5903786750400768
9,877.7556572409237,16.638458655862248,0.6557551552267635
10,687.2070824118222,18.009236638686236,0.7200823440271266
11,511.8304126515108,19.117992872350356,0.7776259597610025
12,367.09009345559514,20.948038639741785,0.823586515118094
13,243.5369551714729,22.86179437076344,0.8725199082318474
14,153.52753013162052,24.43273515140309,0.9112182182424209
15,94.82483610265395,26.2930804308723,0.9398354411125183
16,63.39074051800896,27.99918125376982,0.9571466452935162
17,49.37295498567469,29.034003403607535,0.9663849998922909
18,35.481262700697954,30.495035867130056,0.9746210540042204
19,26.80204720216639,31.73440865909352,0.9790780894896564
20,21.785881171506993,32.64901441686294,0.9826400181826423
21,16.142542575387395,33.8810629900764,0.9860102758688085
22,13.426621232313268,34.65967582253849,0.9878402443493114
23,10.94285034572377,35.50107430850758,0.9894144170424517
24,9.359174024357515,36.26969730152803,0.9904512622777153
