epoch,loss,psnr,ssim
0,1568.47705078125,11.01365540822347,0.0851577917734782
1,1398.8962117513022,11.550039482116699,0.15637017091115316
2,1265.9739298502604,12.0504732131958,0.21895717481772106
3,1234.1449178059895,12.113048299153645,0.23562358419100443
4,1061.1153645833333,12.82223695119222,0.3331987222035726
5,960.2514363606771,13.280157470703125,0.3829389989376068
6,904.492598470052,13.492317454020183,0.4054686446984609
7,894.9556803385417,13.567839749654134,0.42578102747599283
8,842.9627726236979,13.793958536783855,0.42859020829200745
9,782.2774576822917,14.178015327453613,0.46111217339833577
10,727.3310343424479,14.566590436299641,0.49333245754241944
11,675.9426249186198,14.978881772359212,0.5240350087483724
12,665.196435546875,15.020855140686034,0.5426463445027669
13,606.7929829915364,15.514694658915202,0.5704311410586039
14,558.4423278808594,15.875530942281086,0.5953800479571024
15,512.9210428873698,16.333266321818034,0.6203341126441956
16,455.19153645833336,16.83997408548991,0.6554876208305359
17,406.0918375651042,17.468020757039387,0.6896255175272624
18,360.5310343424479,18.03733189900716,0.7162354310353597
19,312.7292226155599,18.724324671427407,0.7480330149332682
20,265.73193359375,19.44899737040202,0.7794352173805237
21,218.97360229492188,20.25073788960775,0.8116079767545065
22,176.61695760091146,21.152869160970052,0.8449467658996582
23,145.74138946533202,21.969970830281575,0.8683355291684468
24,121.33537292480469,22.684582646687826,0.8877832929293314
25,102.05034993489583,23.38186289469401,0.9034557302792867
26,82.01892395019532,24.31791394551595,0.9194746057192484
27,63.83065668741862,25.286640294392903,0.9357349594434102
28,50.252584075927736,26.308869298299154,0.9462620933850606
29,44.644266001383464,26.80275535583496,0.9540903925895691
30,33.904819361368816,27.91065559387207,0.9629807829856872
31,28.8644837697347,28.57438087463379,0.9680635134379069
32,22.71597646077474,29.60036455790202,0.9736817479133606
33,20.291720835367837,30.09291140238444,0.9762565135955811
34,17.914888254801433,30.756531270345054,0.9783791422843933
35,15.430464426676432,31.54200973510742,0.9812647620836894
36,13.59400266011556,31.99230473836263,0.9829139073689779
37,11.890004857381184,32.53338673909505,0.9845988074938457
38,10.677320830027263,32.98195215861003,0.9858596046765645
39,9.884674580891927,33.28561172485352,0.9871972719828288
40,9.348655827840169,33.5680170694987,0.9878084699312846
41,8.314450073242188,34.037139638264975,0.9889249841372172
42,7.846612962086995,34.31141840616862,0.9895559906959533
43,7.760847473144532,34.38019027709961,0.990154774983724
