epoch,loss,psnr,ssim
0,1570.5233968098958,11.003986803690593,0.09910163978735606
1,1389.7619140625,11.537021700541178,0.17600744863351186
2,1249.522314453125,12.060257911682129,0.26903483668963113
3,1256.7553548177084,12.037299919128419,0.255255984266599
4,1163.7902303059896,12.405181312561036,0.2928002377351125
5,1010.7120686848958,13.0699005762736,0.3628449539343516
6,906.201513671875,13.56455078125,0.4326865037282308
7,847.8934041341146,13.822889773050944,0.4681107759475708
8,766.000439453125,14.275569407145182,0.506155522664388
9,661.1758117675781,14.983084360758463,0.5598146955172221
10,581.0882588704427,15.549428367614746,0.6113798340161641
11,491.0958272298177,16.477014541625977,0.664451249440511
12,398.7631368001302,17.837685267130535,0.7170625487963359
13,348.2451497395833,18.33051732381185,0.7510693033536275
14,299.13006896972655,19.248749669392904,0.7845510681470235
15,261.99774881998695,19.852000045776368,0.8029703179995219
16,206.96007588704427,20.933441162109375,0.8397004961967468
17,179.98626708984375,21.619854227701822,0.8622592290242513
18,150.20391642252605,22.150334294637045,0.8826026399930318
19,117.57356821695963,22.99247144063314,0.9040870348612468
20,81.93486099243164,24.464850234985352,0.9331428647041321
21,59.14834925333659,25.684247970581055,0.9494822502136231
22,43.77262280782064,27.0203431447347,0.961596135298411
23,33.31636873881022,27.98892771402995,0.9712398211161296
24,29.230166498819987,28.576192347208657,0.9757845083872477
25,23.181746927897134,29.534822082519533,0.9791272004445394
26,19.297898292541504,30.43484903971354,0.9828484058380127
27,15.998524157206218,31.16547050476074,0.9852966507275899
28,12.596096356709799,32.253414662679035,0.9878081162770589
29,9.933554204305013,33.233533986409505,0.9903124809265137
