epoch,loss,psnr,ssim
0,1645.327415829613,10.958641990782722,0.08342610938208443
1,1512.1685771639384,11.330239946880038,0.1282656467150128
2,1422.5004320901537,11.67342341892303,0.18189338961290935
3,1344.5411202566963,11.886088235037667,0.20991546530572194
4,1296.212867373512,12.062535104297456,0.22632688733320389
5,1200.060054718502,12.411575574723502,0.2569187056450617
6,1104.5183822389633,12.774598424396817,0.2952974292020949
7,1013.6165916806176,13.156496244763572,0.3330888994156368
8,937.035648406498,13.490599723089309,0.3703332141278282
9,887.6047469850571,13.728962973942833,0.3930241839280204
10,811.1335216703869,14.10504422869001,0.4100709765676468
11,780.6441466316344,14.267111838810028,0.4359532372346
12,726.8563019283234,14.618803584386432,0.4644553618771689
13,688.7891923208085,14.857805751618885,0.48336342308256364
14,655.5786510649182,15.125428517659506,0.5051251219378577
15,628.0958813864087,15.351161971924798,0.5255014139508444
16,609.4346575055804,15.49321522788396,0.5307266570272899
17,589.508318219866,15.628309900798495,0.5491120985576085
18,559.6413893926712,15.857707750229608,0.5615549333511837
19,541.1424715556795,16.019254593622115,0.574688802635859
20,504.51133994450646,16.319719072372195,0.5972524862440806
21,479.00062682136655,16.560747419084823,0.6165219658897036
22,443.9114718967014,16.88529420277429,0.6419136429589892
23,414.37623378208707,17.185766159542023,0.6620573581211151
24,390.98024592323907,17.4027104453435,0.6790835308650184
25,370.62554350353423,17.611548832484655,0.697077300813463
26,341.61778235057045,17.93621683877612,0.718032337370373
27,324.30736578078495,18.158329676068018,0.7294551153031607
28,297.65662589905753,18.561552017454115,0.7470656898286607
29,273.6651105123853,18.915761342124334,0.76302917419918
30,258.21172708178324,19.160001996963743,0.7789140343666077
31,236.17419966440352,19.578707558768137,0.7935132554599217
32,209.6766078888424,20.09213520231701,0.8110351978786408
33,192.15593513609872,20.526867851378427,0.8243897727557591
34,168.51407586960565,21.13848752824087,0.8412294756798517
35,147.84371584937685,21.688273626660543,0.8586222671327137
36,131.61087556869265,22.217594782511394,0.8720839638558645
37,116.58732459658668,22.793898658146933,0.8830771919280763
38,105.22814166356646,23.20599997989715,0.8913180080671159
39,93.52153414771671,23.786659846230158,0.9017632641489544
40,81.67900509304471,24.371135136437793,0.9110810747222294
41,70.77376471625433,25.012317839122954,0.9205790862204537
42,61.573533133854944,25.613710706196134,0.9279199223669748
43,54.9980104839991,26.121402498275515,0.9346988172758193
44,49.2837158687531,26.57825079418364,0.9404490022432237
45,44.23711504255022,27.082989283970424,0.9454223674441141
46,39.459070659819105,27.554234701489644,0.9499676719544425
47,35.40839864337255,28.005947960747612,0.9540329689071292
48,31.65165970817445,28.490887959798176,0.9580324405715579
49,28.821875678168404,28.900319871448335,0.9611956855607411
50,26.380252232627264,29.288390205019997,0.9638571814885215
51,24.4270573267861,29.559433255876815,0.9663156687267243
52,21.909710596478174,30.036570685250418,0.9690558721148779
53,20.089080780271498,30.4161193181598,0.9712505823089963
54,18.468597109355624,30.802003285241504,0.9729872837899223
55,16.98797135126023,31.139037056574747,0.9748588469293382
56,15.542481740315756,31.51638642568437,0.9764769503048488
57,14.389584647284615,31.861317952473957,0.9779050766475617
58,13.588885352725075,32.107055542961,0.9789663458627368
59,12.699038339039635,32.38045241340758,0.9801824509151398
60,11.851548936631945,32.66691559080093,0.9812483844302949
61,11.099760433984182,32.94941899133107,0.9822546953246707
62,10.531760094657777,33.17902119954427,0.9830661340365334
63,9.912366518898615,33.43495408315507,0.9839295801662263
64,9.421060138278538,33.66202551221091,0.984580209330907
65,9.001754874274845,33.853045327322825,0.9852750518965343
66,8.551746633317736,34.060634068080354,0.9858800257955279
67,8.134728303031316,34.27015964568607,0.9864973302871461
68,7.792849548279293,34.456294771224734,0.9869782252917214
69,7.464872118026491,34.6433111523825,0.9874291552437676
70,7.154006443326435,34.83291892399863,0.9879058495400443
71,6.888673494732569,35.002268776061044,0.988288456485385
72,6.60891754665072,35.16970855470688,0.9886842351111155
73,6.376098193819561,35.32927588810996,0.9890387597538176
74,6.149670949057927,35.48490009610615,0.9893463310741243
75,5.933461537436833,35.63636259048704,0.9896781151256864
76,5.7468033745175315,35.784386407761346,0.9899672004911635
77,5.566550368354434,35.92626480829148,0.9902390856591482
