epoch,loss,psnr,ssim
0,2795.48876953125,10.800623893737793,0.04044348746538162
1,2152.370361328125,11.936033248901367,0.25408852100372314
2,798.82080078125,16.240707397460938,0.74833744764328
3,466.4485778808594,18.577163696289062,0.8028342127799988
4,130.8710479736328,24.09676742553711,0.9122219085693359
5,127.10941314697266,24.22342300415039,0.927403450012207
6,90.2933349609375,25.70864486694336,0.9383338689804077
7,69.46548461914062,26.84751319885254,0.9470284581184387
8,51.66849899291992,28.132944107055664,0.9584614634513855
9,38.09329605102539,29.456714630126953,0.9675127863883972
10,30.26363182067871,30.455989837646484,0.9724022150039673
11,25.984487533569336,31.118059158325195,0.9757251143455505
12,22.44871711730957,31.753284454345703,0.9789902567863464
13,19.454105377197266,32.37508773803711,0.9814326167106628
14,17.828598022460938,32.7540283203125,0.9824301600456238
15,17.20882797241211,32.90768814086914,0.9826778173446655
16,16.303314208984375,33.14244079589844,0.9834862351417542
17,14.299459457397461,33.71200180053711,0.9855139851570129
18,11.525787353515625,34.648494720458984,0.9882535338401794
19,8.994735717773438,35.72531509399414,0.9905781745910645
